PROVINCIA,CANTON,PARROQUIA,ZONA,SECTOR,MANZANA,No. DE VIVIENDA,No. DE HOGAR,Area urbana o rural,orden_en_hogar,Come y duerme  en este hogar,Sexo,Que parentesco o relación tiene con el/la jefe/a del hogar,Age,Cual es el mes en que nació,Cual es el año en que nació,Tiene cédula de ciudadanía ecuatoriana,Está inscrito en el Registro Civil,Tiene seguro de salud privado,Tiene discapacidad permanente por más de un año,Discapacidad intelectual,Discapacidad Fisico-Motora,Discapacidad Visual,Discapacidad Auditiva,Discapacidad Mental,Asiste actualmente a un establecimiento de educación especial para personas con discapacidad,En dónde nació,En que año llegó al Ecuador,Provincia/País Cantón Parroquia de Nacimiento,En que lugar vive habitualmente,Provincia/País Cantón Parroquia Que Vive Habitualmente,Hace 5 años(Noviembre 2005) En que lugar vivía habitualmente,Provincia/País Cantón Parroquia Que Vivía Hace 5 años,Habla Lengua Indígena el Papá,Habla Lengua Indígena la Mamá,Habla Lengua Castellano/Español el Papá,Habla Lengua Castellano/Español la Mamá,Habla Lengua Extranjera el Papá,Habla Lengua Extranjera la Mamá,No habla el Papá,No habla la Mamá,Habla Lengua Indígena,Cual lengua indigena habla,Habla Lengua Castellana,Habla Lengua Extranjera,No habla Ningún Idioma,Como se identifica según su cultura y costumbres,Cual es la Nacionalidad o Pueblo indígena al que pertenece,El/la niño/a participa en el Programa del INFA,El/la niño/a participa en el Programa del Ministerio de Educación,El/la niño/a participa en el Programa del Centro Infantil Privado,El/la niño/a participa en el Programa del Centro Infantil Público,El/la niño/a participa en Otro Programa,"El/la niño/a Le cuida la madre, el padre, familiares o conocidos gratis",El/la niño/a paga a familiares o conocidos por el cuidado,Sabe leer y escribir,En los ultimos 6 meses ha utilizado Telefono Celular,En los ultimos 6 meses ha utilizado Internet,En los utlimos 6 meses ha utilizado Computadora,Asiste actualmente a un establecimiento de enseñanza regular,El establecimiento de enseñanza regular al que asiste es,Cual es el nivel de instrucción más alto al que asiste o asistió,"Cual es el grado, curso o año más alto que aprobó",Tiene algún título de nivel superior o postgrado,Que título tiene,Qué hizo la semana pasada,Si NO ha trabajado,A que se dedica o que hace el negocio o empresa en la que trabaja o trabajo,Que hace o que es en donde trabaja o trabajo,En el lugar indicado trabaja o trabajo como,Cuantas horas trabajo la semana pasada o la última semana que trabajó,El trabajo que realiza o realizó es o fue,Estado conyugal,Seguridad Social aporta o es afiliado,Cuantos hijos e hijas nacidos vivos ha tenido durante toda su vida,Cuantos hijos nacidos vivos ha tenido durante toda su vida,Cuantas hijas nacidas vivas ha tenido durante toda su vida,No sabe cuantos hijo/as nacidos vivos ha tenido durante toda su vida,Total de Hijos Vivos Actualmente,No sabe cuantos hijos estan vivos actualmente,A que edad tuvo su primer hijo o hija,No sabe a que edad tuvo su primer hijo,Año que tuvo su último hijo nacido vivo,Mes que tuvo su último hijo nacido vivo,No sabe cuando  tuvo su último hijo nacido vivo,Esta vivo el último hijo o hija nacido vivo,Discapacidad recodificada,Idioma que habla recodificado,Autoidentificación étnica recodifica,Tipo de actividad,Rama de actividad recodificada,Grupo de ocupación recodificado,Grupos de edad quinquenal,Grandes grupos de edad,Años de escolaridad,Identificador de manzana,viv_id,hog_id,Nombre de provincia,Nombre de cantón,Nombre de parroquia,sec_id
Orellana,01,51,999,011,02,029,1,Area rural,6,Si,Hombre,Hijo o HIja,7,Marzo,2003,No,Si,No,No Responde,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,En esta ciudad o parroquia rural,#NULL !,220151,En esta ciudad o parroquia rural,220151,En esta ciudad o parroquia rural,220151,Si,si,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,Shuar chicham,#NULL !,#NULL !,#NULL !,Indígena,Shuar,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,Se ignora,No,No,Si,Fiscal (Estado),Educación Básica,3,#NULL !,#NULL !,No trabajó,Es estudiante,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Indígena,Indígena,Es estudiante,#NULL !,#NULL !,De 5 a 9 años,De 0 a 14 años,2,22015199901102,22015199901102029,220151999011020291,ORELLANA,ORELLANA,DAYUMA,220151999011
Orellana,01,51,999,011,02,029,1,Area rural,7,Si,Mujer,Hijo o HIja,9,Septiembre,2001,No,Si,Se ignora,No Responde,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,En esta ciudad o parroquia rural,#NULL !,220151,En esta ciudad o parroquia rural,220151,En esta ciudad o parroquia rural,220151,Si,si,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,Shuar chicham,#NULL !,#NULL !,#NULL !,Indígena,Shuar,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,Se ignora,Se ignora,Se ignora,Si,Fiscal (Estado),Educación Básica,5,#NULL !,#NULL !,No trabajó,Es estudiante,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Indígena,Indígena,Es estudiante,#NULL !,#NULL !,De 5 a 9 años,De 0 a 14 años,4,22015199901102,22015199901102029,220151999011020291,ORELLANA,ORELLANA,DAYUMA,220151999011
Orellana,01,51,999,011,02,030,1,Area rural,1,Si,Hombre,Jefe o Jefa de hogar,56,Noviembre,1954,Si,#NULL !,No,Si,#NULL !,#NULL !,Visual (Ceguera),#NULL !,#NULL !,No,En otro lugar del país,#NULL !,140253,En esta ciudad o parroquia rural,220151,En esta ciudad o parroquia rural,220151,Si,si,Si,Si,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,#NULL !,#NULL !,Indígena,Shuar,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,Si,No,No,No,#NULL !,Primario,6,#NULL !,#NULL !,Trabajó al menos una hora,#NULL !,150,6111,Cuenta propia,6,Dentro del hogar,Casado/a,No aporta,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Visual (Ceguera),Castellano Español,Indígena,Trabajó al menos 1 hora,"Agricultura, ganadería, silvicultura y pesca","Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",De 55 a 59 años,De 15 a 64 años,7,22015199901102,22015199901102030,220151999011020301,ORELLANA,ORELLANA,DAYUMA,220151999011
Orellana,01,51,999,011,02,030,1,Area rural,2,Si,Mujer,Otro Pariente,53,Marzo,1957,Si,#NULL !,No,Si,#NULL !,#NULL !,Visual (Ceguera),#NULL !,#NULL !,No,En otro lugar del país,#NULL !,140253,En esta ciudad o parroquia rural,220151,En esta ciudad o parroquia rural,220151,Si,si,Si,Si,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,#NULL !,#NULL !,Indígena,Shuar,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,No,No,No,No,#NULL !,Primario,6,#NULL !,#NULL !,No trabajó,Realiza quehaceres del hogar,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Casado/a,No aporta,11,4,7,#NULL !,11,#NULL !,17,#NULL !,1997,Junio,#NULL !,Si,Visual (Ceguera),Castellano Español,Indígena,Realiza quehaceres domésticos del hogar,#NULL !,#NULL !,De 50 a 54 años,De 15 a 64 años,7,22015199901102,22015199901102030,220151999011020301,ORELLANA,ORELLANA,DAYUMA,220151999011
Orellana,01,51,999,011,02,030,1,Area rural,3,Si,Mujer,Hijo o HIja,19,Junio,1991,Si,#NULL !,No,No,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,En esta ciudad o parroquia rural,#NULL !,220151,En esta ciudad o parroquia rural,220151,En otro lugar del país,220151,Si,si,Si,Si,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,#NULL !,#NULL !,Indígena,Shuar,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,No,No,No,Si,Particular (Privado),Educación Básica,10,#NULL !,#NULL !,No trabajó,Es estudiante,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Soltero/a,No aporta,Ninguno,0,0,0,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Castellano Español,Indígena,Es estudiante,#NULL !,#NULL !,De 15 a 19 años,De 15 a 64 años,9,22015199901102,22015199901102030,220151999011020301,ORELLANA,ORELLANA,DAYUMA,220151999011
Orellana,01,51,999,011,02,030,1,Area rural,4,Si,Mujer,Hijo o HIja,22,Noviembre,1988,Si,#NULL !,No,No,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,En otro lugar del país,#NULL !,140253,En esta ciudad o parroquia rural,220151,En esta ciudad o parroquia rural,220151,Si,si,Si,Si,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,#NULL !,#NULL !,Indígena,Shuar,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,No,No,No,No,#NULL !,Primario,6,#NULL !,#NULL !,No trabajó,Realiza quehaceres del hogar,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Soltero/a,No aporta,1,1,0,#NULL !,1,#NULL !,18,#NULL !,2008,Enero,#NULL !,Si,#NULL !,Castellano Español,Indígena,Realiza quehaceres domésticos del hogar,#NULL !,#NULL !,De 20 a 24 años,De 15 a 64 años,7,22015199901102,22015199901102030,220151999011020301,ORELLANA,ORELLANA,DAYUMA,220151999011
Orellana,01,51,999,011,02,030,1,Area rural,5,Si,Hombre,Hijo o HIja,13,Junio,1997,Si,#NULL !,No,No,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,En esta ciudad o parroquia rural,#NULL !,220151,En esta ciudad o parroquia rural,220151,En esta ciudad o parroquia rural,220151,Si,si,Si,Si,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,#NULL !,#NULL !,Indígena,Shuar,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,No,No,No,Si,Fiscal (Estado),Educación Básica,7,#NULL !,#NULL !,No trabajó,Es estudiante,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Soltero/a,No declarado,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Castellano Español,Indígena,Es estudiante,#NULL !,#NULL !,De 10 a 14 años,De 0 a 14 años,6,22015199901102,22015199901102030,220151999011020301,ORELLANA,ORELLANA,DAYUMA,220151999011
Orellana,01,51,999,011,02,030,1,Area rural,6,Si,Hombre,Nieto o nieta,4,Enero,2006,Si,#NULL !,No,No,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,En otro lugar del país,#NULL !,170150,En esta ciudad o parroquia rural,220151,No había nacido,#NULL !,Si,si,Si,Si,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,Mestizo/a,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Al cuidado familiar,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,No habla,Mestizo,#NULL !,#NULL !,#NULL !,De 1 a 4 años,De 0 a 14 años,#NULL !,22015199901102,22015199901102030,220151999011020301,ORELLANA,ORELLANA,DAYUMA,220151999011
Orellana,01,51,999,011,02,031,1,Area rural,1,Si,Hombre,Otro Pariente,24,Julio,1986,Si,#NULL !,No,No,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,En otro lugar del país,#NULL !,140253,En esta ciudad o parroquia rural,220151,En esta ciudad o parroquia rural,220151,Si,si,Si,Si,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,#NULL !,#NULL !,Indígena,Shuar,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,No,No,No,No,#NULL !,Primario,6,#NULL !,#NULL !,Trabajó al menos una hora,#NULL !,127,6111,Cuenta propia,36,Dentro del hogar,Unido/a,No aporta,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Castellano Español,Indígena,Trabajó al menos 1 hora,"Agricultura, ganadería, silvicultura y pesca","Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",De 20 a 24 años,De 15 a 64 años,7,22015199901102,22015199901102031,220151999011020311,ORELLANA,ORELLANA,DAYUMA,220151999011
Orellana,01,51,999,011,02,031,1,Area rural,2,Si,Mujer,Jefe o Jefa de hogar,25,Julio,1985,Si,#NULL !,No,No,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,En esta ciudad o parroquia rural,#NULL !,220151,En esta ciudad o parroquia rural,220151,En esta ciudad o parroquia rural,220151,Si,si,Si,Si,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,#NULL !,#NULL !,Indígena,Kichwa Amazonia,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,No,No,No,No,#NULL !,Primario,6,#NULL !,#NULL !,Trabajó al menos una hora,#NULL !,122,6111,Cuenta propia,11,Dentro del hogar,Unido/a,No aporta,No responde,no responde,no responde,No responde,#NULL !,#NULL !,#NULL !,#NULL !,No reponde,No responde,No responde,#NULL !,#NULL !,Castellano Español,Indígena,Trabajó al menos 1 hora,"Agricultura, ganadería, silvicultura y pesca","Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",De 25 a 29 años,De 15 a 64 años,7,22015199901102,22015199901102031,220151999011020311,ORELLANA,ORELLANA,DAYUMA,220151999011
Orellana,01,51,999,011,02,031,1,Area rural,3,Si,Hombre,Otro Pariente,24,Julio,1986,No,Si,No,No,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,En esta ciudad o parroquia rural,#NULL !,220151,En esta ciudad o parroquia rural,220151,En esta ciudad o parroquia rural,220151,Si,si,Si,Si,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,#NULL !,#NULL !,Mestizo/a,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,Se ignora,Se ignora,No,Si,Fiscal (Estado),Se ignora,Se ignora,#NULL !,#NULL !,No trabajó,Le impide su discapacidad,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Unido/a,No declarado,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Castellano Español,Mestizo,Le impide su discapacidad,#NULL !,#NULL !,De 20 a 24 años,De 15 a 64 años,Se ignora,22015199901102,22015199901102031,220151999011020311,ORELLANA,ORELLANA,DAYUMA,220151999011
Orellana,01,51,999,011,02,031,1,Area rural,4,Si,Hombre,Otro Pariente,24,Enero,1986,No,Si,Se ignora,No,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,En esta ciudad o parroquia rural,#NULL !,220151,En esta ciudad o parroquia rural,220151,En esta ciudad o parroquia rural,220151,Si,si,Si,Si,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,#NULL !,#NULL !,Mestizo/a,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,Se ignora,Se ignora,Se ignora,No,#NULL !,Se ignora,Se ignora,#NULL !,#NULL !,No trabajó,Le impide su discapacidad,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Unido/a,No declarado,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Castellano Español,Mestizo,Le impide su discapacidad,#NULL !,#NULL !,De 20 a 24 años,De 15 a 64 años,Se ignora,22015199901102,22015199901102031,220151999011020311,ORELLANA,ORELLANA,DAYUMA,220151999011
Orellana,01,51,999,011,02,031,1,Area rural,5,Si,Mujer,Otro Pariente,3,Enero,2007,No,Si,No,No,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,En esta ciudad o parroquia rural,#NULL !,220151,En esta ciudad o parroquia rural,220151,No había nacido,#NULL !,Si,si,Si,Si,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,Indígena,Kichwa Amazonia,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Al cuidado familiar,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,No habla,Indígena,#NULL !,#NULL !,#NULL !,De 1 a 4 años,De 0 a 14 años,#NULL !,22015199901102,22015199901102031,220151999011020311,ORELLANA,ORELLANA,DAYUMA,220151999011
Orellana,01,51,999,011,02,033,1,Area rural,1,Se ignora,Hombre,Jefe o Jefa de hogar,29,Enero,1981,Si,#NULL !,Se ignora,No Responde,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,En esta ciudad o parroquia rural,#NULL !,220151,En esta ciudad o parroquia rural,220151,En esta ciudad o parroquia rural,220151,Si,si,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,Kichwa,#NULL !,#NULL !,#NULL !,Indígena,Kichwa Amazonia,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,No,Se ignora,Se ignora,No,#NULL !,Primario,6,#NULL !,#NULL !,Trabajó al menos una hora,#NULL !,150,6111,Cuenta propia,4,Dentro del hogar,Casado/a,No aporta,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Indígena,Indígena,Trabajó al menos 1 hora,"Agricultura, ganadería, silvicultura y pesca","Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",De 25 a 29 años,De 15 a 64 años,7,22015199901102,22015199901102033,220151999011020331,ORELLANA,ORELLANA,DAYUMA,220151999011
Orellana,01,51,999,011,02,033,1,Area rural,2,Se ignora,Mujer,Cónyuge o  conviviente,25,Marzo,1985,Si,#NULL !,Se ignora,No Responde,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,En esta ciudad o parroquia rural,#NULL !,220151,En esta ciudad o parroquia rural,220151,En esta ciudad o parroquia rural,220151,Si,si,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,Kichwa,#NULL !,#NULL !,#NULL !,Indígena,Kichwa Amazonia,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,Se ignora,Se ignora,Se ignora,No,#NULL !,Primario,6,#NULL !,#NULL !,Trabajó al menos una hora,#NULL !,150,6111,Cuenta propia,5,Dentro del hogar,Casado/a,No aporta,9,3,6,#NULL !,4,#NULL !,No sabe,No sabe,2009,Noviembre,#NULL !,Si,#NULL !,Indígena,Indígena,Trabajó al menos 1 hora,"Agricultura, ganadería, silvicultura y pesca","Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",De 25 a 29 años,De 15 a 64 años,7,22015199901102,22015199901102033,220151999011020331,ORELLANA,ORELLANA,DAYUMA,220151999011
Orellana,01,51,999,011,02,033,1,Area rural,3,Se ignora,Hombre,Hijo o HIja,8,Febrero,2002,Si,#NULL !,Se ignora,No Responde,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,En esta ciudad o parroquia rural,#NULL !,220151,En esta ciudad o parroquia rural,220151,En esta ciudad o parroquia rural,220151,Si,si,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,Kichwa,#NULL !,#NULL !,#NULL !,Indígena,Kichwa Amazonia,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,No,No,No,Si,Fiscal (Estado),Educación Básica,4,#NULL !,#NULL !,No trabajó,Es estudiante,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Indígena,Indígena,Es estudiante,#NULL !,#NULL !,De 5 a 9 años,De 0 a 14 años,3,22015199901102,22015199901102033,220151999011020331,ORELLANA,ORELLANA,DAYUMA,220151999011
Orellana,01,51,999,011,02,033,1,Area rural,4,Se ignora,Hombre,Hijo o HIja,7,Agosto,2003,Si,#NULL !,Se ignora,No Responde,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,En esta ciudad o parroquia rural,#NULL !,220151,En esta ciudad o parroquia rural,220151,En esta ciudad o parroquia rural,220151,Si,si,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,Kichwa,#NULL !,#NULL !,#NULL !,Indígena,Kichwa Amazonia,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,Se ignora,Se ignora,Se ignora,Si,Fiscal (Estado),Educación Básica,3,#NULL !,#NULL !,No trabajó,Es estudiante,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Indígena,Indígena,Es estudiante,#NULL !,#NULL !,De 5 a 9 años,De 0 a 14 años,2,22015199901102,22015199901102033,220151999011020331,ORELLANA,ORELLANA,DAYUMA,220151999011
Orellana,01,51,999,011,02,033,1,Area rural,5,Se ignora,Mujer,Hijo o HIja,3,Julio,2007,No,Si,Se ignora,No Responde,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,En esta ciudad o parroquia rural,#NULL !,220151,En esta ciudad o parroquia rural,220151,No había nacido,#NULL !,Si,si,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,Kichwa,#NULL !,#NULL !,#NULL !,Indígena,Kichwa Amazonia,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Al cuidado familiar,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Indígena,Indígena,#NULL !,#NULL !,#NULL !,De 1 a 4 años,De 0 a 14 años,#NULL !,22015199901102,22015199901102033,220151999011020331,ORELLANA,ORELLANA,DAYUMA,220151999011
Orellana,01,51,999,011,02,033,1,Area rural,6,Se ignora,Hombre,Hijo o HIja,1,Noviembre,2009,Si,#NULL !,Se ignora,No Responde,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,En esta ciudad o parroquia rural,#NULL !,220151,En esta ciudad o parroquia rural,220151,No había nacido,#NULL !,Si,si,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,Kichwa,#NULL !,#NULL !,#NULL !,Indígena,Kichwa Amazonia,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Al cuidado familiar,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Indígena,Indígena,#NULL !,#NULL !,#NULL !,De 1 a 4 años,De 0 a 14 años,#NULL !,22015199901102,22015199901102033,220151999011020331,ORELLANA,ORELLANA,DAYUMA,220151999011
Orellana,01,51,999,011,02,034,1,Area rural,1,Se ignora,Hombre,Jefe o Jefa de hogar,27,Abril,1983,Si,#NULL !,Se ignora,No Responde,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,En esta ciudad o parroquia rural,#NULL !,220151,En esta ciudad o parroquia rural,220151,En esta ciudad o parroquia rural,220151,Si,si,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,Kichwa,#NULL !,#NULL !,#NULL !,Indígena,Kichwa Amazonia,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,No,No,No,No,#NULL !,Se ignora,Se ignora,#NULL !,#NULL !,No trabajó,Buscó trabajo por primera vez y está disponible para trabajar,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Casado/a,No aporta,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Indígena,Indígena,Busca trabajo por primera vez,Trabajador nuevo,Trabajador nuevo,De 25 a 29 años,De 15 a 64 años,Se ignora,22015199901102,22015199901102034,220151999011020341,ORELLANA,ORELLANA,DAYUMA,220151999011
Orellana,01,51,999,011,02,034,1,Area rural,2,Se ignora,Mujer,Cónyuge o  conviviente,23,Marzo,1987,Si,#NULL !,Se ignora,No Responde,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,En esta ciudad o parroquia rural,#NULL !,220151,En esta ciudad o parroquia rural,220151,En esta ciudad o parroquia rural,220151,Si,si,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,Kichwa,#NULL !,#NULL !,#NULL !,Indígena,Kichwa Amazonia,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,Se ignora,Se ignora,Se ignora,No,#NULL !,Primario,6,#NULL !,#NULL !,No trabajó,Realiza quehaceres del hogar,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Casado/a,No aporta,No responde,no responde,no responde,No responde,#NULL !,#NULL !,#NULL !,#NULL !,No reponde,No responde,No responde,#NULL !,#NULL !,Indígena,Indígena,Realiza quehaceres domésticos del hogar,#NULL !,#NULL !,De 20 a 24 años,De 15 a 64 años,7,22015199901102,22015199901102034,220151999011020341,ORELLANA,ORELLANA,DAYUMA,220151999011
